@relation 'final_property_listings_WEKA-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 6 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10-I1,5-6,8'

@attribute Location {klcc,'damansara heights',dutamas,'bukit jalil','taman tun dr ismail','sri petaling','bukit tunku (kenny hills)','mont kiara','desa parkcity','bangsar south','ampang hilir',kepong,'jalan klang lama (old klang road)','sungai besi','kl city','kl sentral','taman melawati',setapak,'city centre','country heights damansara','taman desa',sentul,bangsar,segambut,'wangsa maju','batu caves',ampang,'sri hartamas',cheras,setiawangsa,oug,'bukit bintang','jalan sultan ismail','jalan kuching','bandar menjalara',seputeh,'sunway spk','kl eco city',pantai,'kuchai lama','jalan ipoh',brickfields,'desa pandan','desa petaling','pandan perdana','bandar damai perdana',keramat,'salak selatan',titiwangsa}
@attribute Price numeric
@attribute 'Rooms Num' numeric
@attribute Bathrooms numeric
@attribute 'Main Property Type' {'Serviced Residence',Bungalow,Condominium,'Semi-detached House','Terrace/Link House',Apartment,Townhouse,Flat,'Residential Land','Cluster House'}
@attribute 'Size Type' {Built-up,'Land area'}
@attribute 'Size Num' numeric
@attribute Furnishing {'Fully Furnished','Partly Furnished',Unfurnished,Unknown}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
'mont kiara',1400000,4,4,Condominium,Built-up,1496,'Partly Furnished',cluster5
klcc,7975250,5,6,'Serviced Residence',Built-up,2975,'Fully Furnished',cluster4
'mont kiara',1100000,3,2,Condominium,Built-up,1200,'Partly Furnished',cluster2
klcc,1238000,2,2,Condominium,Built-up,736,'Partly Furnished',cluster1
'bangsar south',750000,2,2,'Serviced Residence',Built-up,823,'Partly Furnished',cluster1
'damansara heights',2100000,4,4,Condominium,Built-up,2153,'Partly Furnished',cluster5
'bukit jalil',900000,5,4,Condominium,Built-up,1513,Unknown,cluster5
'mont kiara',1500000,3,2,Condominium,Built-up,1200,'Fully Furnished',cluster2
'mont kiara',2300000,5,6,Condominium,Built-up,2702,'Partly Furnished',cluster4
klcc,1000000,3,2,'Serviced Residence',Built-up,777,'Partly Furnished',cluster2
klcc,990000,4,3,'Serviced Residence',Built-up,1313,'Fully Furnished',cluster2
klcc,3960000,4,4,'Serviced Residence',Built-up,2195,'Partly Furnished',cluster4
klcc,2700000,2,2,'Serviced Residence',Built-up,1184,'Fully Furnished',cluster1
klcc,1900000,2,2,'Serviced Residence',Built-up,1087,'Fully Furnished',cluster1
'desa parkcity',5460000,8,9,'Terrace/Link House',Built-up,7000,'Partly Furnished',cluster6
klcc,2050000,4,5,Condominium,Built-up,2356,'Fully Furnished',cluster5
'bangsar south',1121800,3,2,'Serviced Residence',Built-up,1200,'Fully Furnished',cluster2
klcc,1506300,2,1,'Serviced Residence',Built-up,1020,'Fully Furnished',cluster1
bangsar,1530000,4,3,Condominium,Built-up,2095,'Fully Furnished',cluster5
ampang,3680000,7,8,Bungalow,'Land area',6300,Unfurnished,cluster6
klcc,3600000,4,5,'Serviced Residence',Built-up,3897,'Partly Furnished',cluster4
'mont kiara',2300000,5,5,Condominium,Built-up,2906,'Partly Furnished',cluster4
'sri hartamas',14800000,6,6,Bungalow,'Land area',8611,'Fully Furnished',cluster3
'desa parkcity',1480000,5,4,Condominium,Built-up,1917,'Partly Furnished',cluster5
'bangsar south',1050000,3,2,Condominium,Built-up,1485,'Fully Furnished',cluster2
klcc,1200019,2,2,Condominium,Built-up,577,'Partly Furnished',cluster1
cheras,780000,5,4,Bungalow,'Land area',5320,Unknown,cluster4
klcc,1999000,2,2,'Serviced Residence',Built-up,1271,Unknown,cluster1
'mont kiara',1820000,5,4,Condominium,Built-up,1830,'Partly Furnished',cluster5
'ampang hilir',3700000,5,5,Condominium,Built-up,3628,Unknown,cluster4
'mont kiara',1420000,4,4,Condominium,Built-up,1499,'Partly Furnished',cluster5
'mont kiara',1830000,5,4,Condominium,Built-up,1832,'Partly Furnished',cluster5
klcc,1680000,4,2,Condominium,Built-up,1159,'Fully Furnished',cluster2
klcc,2210000,3,3,Condominium,Built-up,1502,'Fully Furnished',cluster5
klcc,1420000,2,2,Condominium,Built-up,976,'Fully Furnished',cluster1
klcc,3600000,5,5,'Serviced Residence','Land area',3897,'Partly Furnished',cluster4
klcc,1238000,2,2,Condominium,Built-up,736,'Partly Furnished',cluster1
klcc,1139000,1,1,Condominium,Built-up,751,'Partly Furnished',cluster1
klcc,2930000,2,2,'Serviced Residence',Built-up,1114,'Fully Furnished',cluster1
'desa parkcity',1580000,3,3,'Terrace/Link House',Built-up,1900,'Partly Furnished',cluster5
'damansara heights',1620000,2,2,'Serviced Residence',Built-up,1194,'Partly Furnished',cluster1
'desa parkcity',1300000,3,3,Condominium,Built-up,1367,'Partly Furnished',cluster2
'country heights damansara',8000000,7,7,Bungalow,'Land area',10600,'Partly Furnished',cluster3
'damansara heights',6500000,6,4,Bungalow,'Land area',7880,'Partly Furnished',cluster6
'desa parkcity',2750000,4,4,'Terrace/Link House','Land area',1958,'Partly Furnished',cluster5
'desa parkcity',2050000,4,4,'Terrace/Link House','Land area',1650,'Partly Furnished',cluster5
'desa parkcity',1200000,2,2,Townhouse,Built-up,1400,'Partly Furnished',cluster1
bangsar,1600000,3,2,Townhouse,Built-up,2400,'Partly Furnished',cluster2
'desa parkcity',1730000,4,3,Condominium,Built-up,1690,'Fully Furnished',cluster5
'desa parkcity',1500000,4,2,Condominium,Built-up,1346,'Fully Furnished',cluster2
'desa parkcity',2800000,4,4,'Terrace/Link House','Land area',1302,'Partly Furnished',cluster5
'desa parkcity',3280000,5,4,Bungalow,'Land area',3200,'Partly Furnished',cluster4
'desa parkcity',1500000,4,3,Condominium,Built-up,1400,'Partly Furnished',cluster5
'desa parkcity',5500000,7,8,'Terrace/Link House','Land area',2805,'Partly Furnished',cluster4
'desa parkcity',1180000,3,3,Condominium,Built-up,1507,'Partly Furnished',cluster2
'desa parkcity',2300000,4,3,'Terrace/Link House','Land area',1826,'Partly Furnished',cluster5
'desa parkcity',1990000,4,3,'Terrace/Link House','Land area',1650,'Partly Furnished',cluster5
'desa parkcity',1950000,4,3,'Terrace/Link House',Built-up,2300,'Fully Furnished',cluster5
klcc,2950000,4,4,Condominium,Built-up,2674,'Partly Furnished',cluster5
'bangsar south',490000,1,1,'Serviced Residence',Built-up,520,'Fully Furnished',cluster1
klcc,3090000,2,2,'Serviced Residence',Built-up,1572,'Partly Furnished',cluster1
'desa parkcity',3600000,6,6,'Semi-detached House','Land area',5850,'Partly Furnished',cluster6
klcc,1230000,4,4,'Serviced Residence',Built-up,1378,'Fully Furnished',cluster5
'jalan klang lama (old klang road)',350000,3,2,'Serviced Residence',Built-up,950,'Partly Furnished',cluster2
klcc,1230000,1,1,'Serviced Residence',Built-up,850,'Fully Furnished',cluster1
'desa parkcity',1250000,3,2,Condominium,Built-up,1303,'Partly Furnished',cluster2
'desa parkcity',2500000,4,5,'Terrace/Link House','Land area',1364,'Partly Furnished',cluster5
'desa parkcity',1100000,3,3,Condominium,Built-up,1378,Unfurnished,cluster2
'desa parkcity',1980000,4,4,'Terrace/Link House','Land area',1650,'Partly Furnished',cluster5
bangsar,1300000,3,2,Townhouse,'Land area',1320,'Partly Furnished',cluster2
'taman melawati',2800000,5,6,Bungalow,'Land area',5628,'Partly Furnished',cluster4
'taman tun dr ismail',1050000,3,2,'Terrace/Link House','Land area',1920,Unknown,cluster2
klcc,3600000,4,5,'Serviced Residence',Built-up,3897,'Partly Furnished',cluster4
'ampang hilir',5900000,5,5,Condominium,Built-up,4000,Unknown,cluster4
klcc,3900000,2,2,'Serviced Residence',Built-up,1636,'Partly Furnished',cluster1
klcc,1300000,1,1,'Serviced Residence',Built-up,925,'Partly Furnished',cluster1
klcc,1240000,1,1,'Serviced Residence',Built-up,850,'Fully Furnished',cluster1
'bukit jalil',438000,3,2,Apartment,Built-up,1018,'Partly Furnished',cluster2
'jalan klang lama (old klang road)',530000,4,2,'Serviced Residence',Built-up,900,'Partly Furnished',cluster2
setiawangsa,590000,3,2,Condominium,Built-up,1196,'Partly Furnished',cluster2
klcc,1000000,1,1,Condominium,Built-up,751,'Partly Furnished',cluster1
klcc,1900000,3,2,Condominium,Built-up,915,'Partly Furnished',cluster2
klcc,2400000,2,2,'Serviced Residence',Built-up,1006,'Fully Furnished',cluster1
setapak,380000,4,2,Condominium,Built-up,950,Unfurnished,cluster2
klcc,1198000,2,1,'Serviced Residence',Built-up,764,'Fully Furnished',cluster1
klcc,1000000,1,1,Condominium,Built-up,657,'Partly Furnished',cluster1
bangsar,12000000,7,6,Bungalow,'Land area',11500,'Partly Furnished',cluster3
'taman tun dr ismail',1280000,4,3,'Terrace/Link House','Land area',1875,'Partly Furnished',cluster5
klcc,1780000,1,1,'Serviced Residence',Built-up,728,'Fully Furnished',cluster1
oug,5900000,7,8,Bungalow,'Land area',12722,'Partly Furnished',cluster3
klcc,2300000,1,1,'Serviced Residence',Built-up,1023,'Partly Furnished',cluster1
'sungai besi',1340000,5,6,'Terrace/Link House','Land area',1920,'Partly Furnished',cluster5
'sungai besi',1600000,5,6,'Terrace/Link House','Land area',1930,'Partly Furnished',cluster5
klcc,1000000,1,1,Condominium,Built-up,751,'Partly Furnished',cluster1
klcc,800000,3,3,'Serviced Residence',Built-up,1055,'Fully Furnished',cluster2
'sungai besi',1340000,5,6,'Terrace/Link House',Built-up,3216,Unfurnished,cluster4
klcc,3600000,4,5,'Serviced Residence',Built-up,3897,'Partly Furnished',cluster4
'bukit bintang',6000000,5,5,'Serviced Residence',Built-up,4157,'Partly Furnished',cluster4
'taman tun dr ismail',1090000,3,2,'Terrace/Link House','Land area',1920,'Partly Furnished',cluster2
klcc,1250000,4,4,'Serviced Residence',Built-up,1378,'Fully Furnished',cluster5
klcc,2300000,1,2,'Serviced Residence',Built-up,1023,'Partly Furnished',cluster1
'taman tun dr ismail',1330000,4,3,'Terrace/Link House','Land area',1800,'Partly Furnished',cluster5
'bukit jalil',900000,5,3,Condominium,Built-up,1513,'Partly Furnished',cluster5
'mont kiara',1850000,5,4,Condominium,Built-up,1830,'Partly Furnished',cluster5
klcc,2400000,2,2,'Serviced Residence',Built-up,1006,'Partly Furnished',cluster1
'wangsa maju',1613300,4,5,Condominium,Built-up,2336,'Partly Furnished',cluster5
klcc,2440000,1,2,'Serviced Residence',Built-up,1023,'Fully Furnished',cluster1
'damansara heights',5000000,4,3,Bungalow,'Land area',7700,'Partly Furnished',cluster6
'sri hartamas',7300000,6,6,Bungalow,'Land area',7300,'Partly Furnished',cluster6
klcc,3200000,2,2,'Serviced Residence',Built-up,1572,Unknown,cluster1
'mont kiara',1850000,5,4,Condominium,Built-up,1830,'Partly Furnished',cluster5
'kl sentral',783990,1,1,'Serviced Residence',Built-up,650,'Partly Furnished',cluster1
'jalan sultan ismail',495000,1,1,'Serviced Residence',Built-up,560,'Fully Furnished',cluster1
'taman tun dr ismail',1150000,3,2,Condominium,Built-up,1560,'Partly Furnished',cluster2
'bukit jalil',425000,4,2,Condominium,'Land area',1087,'Partly Furnished',cluster2
bangsar,10000000,6,7,Condominium,Built-up,6913,'Partly Furnished',cluster3
'mont kiara',1800000,4,4,Condominium,Built-up,2243,'Partly Furnished',cluster5
bangsar,6670000,5,6,Condominium,Built-up,4771,'Partly Furnished',cluster6
'jalan kuching',580000,3,2,Condominium,Built-up,1590,'Partly Furnished',cluster2
'mont kiara',618000,1,1,'Serviced Residence','Land area',650,'Fully Furnished',cluster1
'mont kiara',1518000,4,3,Condominium,Built-up,2648,'Partly Furnished',cluster5
'mont kiara',2220000,5,4,Condominium,Built-up,2973,'Partly Furnished',cluster5
klcc,3600000,4,4,'Serviced Residence',Built-up,3897,'Fully Furnished',cluster4
'taman tun dr ismail',1150000,3,2,'Terrace/Link House','Land area',1760,'Partly Furnished',cluster2
'desa parkcity',2800000,5,4,'Terrace/Link House','Land area',2850,'Partly Furnished',cluster4
'taman tun dr ismail',3100000,5,4,'Semi-detached House','Land area',3600,'Partly Furnished',cluster4
'taman tun dr ismail',1380000,4,3,'Terrace/Link House','Land area',1725,'Partly Furnished',cluster5
'taman tun dr ismail',1450000,3,2,'Terrace/Link House','Land area',1920,'Fully Furnished',cluster2
bangsar,4900000,7,4,Bungalow,'Land area',11676,'Partly Furnished',cluster6
'taman tun dr ismail',1680000,4,3,'Terrace/Link House','Land area',1800,'Partly Furnished',cluster5
'damansara heights',1550000,4,3,'Terrace/Link House','Land area',1920,Unfurnished,cluster5
'mont kiara',1950000,4,4,Condominium,Built-up,2535,'Fully Furnished',cluster5
'desa parkcity',3200000,5,4,'Terrace/Link House',Built-up,4300,'Partly Furnished',cluster4
klcc,3600000,4,4,'Serviced Residence',Built-up,3897,'Partly Furnished',cluster4
'sungai besi',600000,3,2,'Serviced Residence','Land area',1025,'Partly Furnished',cluster2
'city centre',4130000,5,5,Condominium,Built-up,3713,'Partly Furnished',cluster4
'kl sentral',2300000,4,4,'Serviced Residence',Built-up,1873,Unknown,cluster5
'kl sentral',5149700,5,5,'Serviced Residence',Built-up,2982,Unknown,cluster4
'kl sentral',5129000,5,4,'Serviced Residence',Built-up,3143,Unknown,cluster4
klcc,1780000,3,3,Condominium,Built-up,1232,'Fully Furnished',cluster2
'bukit jalil',900000,5,3,Condominium,Built-up,1513,'Partly Furnished',cluster5
'bukit jalil',597000,4,2,Condominium,Built-up,1550,Unknown,cluster2
bangsar,6380000,4,5,Condominium,Built-up,4025,'Partly Furnished',cluster4
bangsar,6900000,5,6,Condominium,Built-up,4945,'Partly Furnished',cluster6
'jalan klang lama (old klang road)',660000,3,2,Condominium,'Land area',992,'Partly Furnished',cluster2
klcc,3125000,2,2,'Serviced Residence',Built-up,1421,'Partly Furnished',cluster1
klcc,2480000,1,1,'Serviced Residence',Built-up,1023,'Partly Furnished',cluster1
'damansara heights',4000000,5,5,'Semi-detached House','Land area',3700,'Partly Furnished',cluster4
klcc,1050000,4,4,'Serviced Residence',Built-up,1313,'Partly Furnished',cluster5
klcc,1833000,1,1,'Serviced Residence',Built-up,925,'Fully Furnished',cluster1
'bandar menjalara',888000,5,3,'Terrace/Link House','Land area',1760,Unfurnished,cluster5
klcc,2999000,4,3,'Serviced Residence',Built-up,2066,'Fully Furnished',cluster5
'bukit jalil',638000,2,1,'Serviced Residence',Built-up,721,'Partly Furnished',cluster1
bangsar,6842500,4,5,Condominium,Built-up,4025,'Partly Furnished',cluster6
bangsar,8476050,5,5,Condominium,Built-up,5137,'Partly Furnished',cluster6
'damansara heights',14000000,7,6,Bungalow,'Land area',9124,'Partly Furnished',cluster3
'mont kiara',1415000,4,4,Condominium,Built-up,1496,'Partly Furnished',cluster5
'damansara heights',12800000,6,5,Bungalow,'Land area',14380,'Partly Furnished',cluster3
'bukit tunku (kenny hills)',6900000,6,5,Bungalow,'Land area',12000,'Partly Furnished',cluster3
klcc,1380000,4,4,'Serviced Residence',Built-up,1701,'Fully Furnished',cluster5
klcc,2800000,2,2,'Serviced Residence',Built-up,1103,'Fully Furnished',cluster1
bangsar,8280000,5,6,Condominium,Built-up,5137,'Partly Furnished',cluster6
'taman desa',3690000,5,5,'Semi-detached House','Land area',3658,Unfurnished,cluster4
'sri petaling',950000,5,3,'Terrace/Link House','Land area',1650,'Partly Furnished',cluster5
'bukit jalil',4000000,7,7,Bungalow,'Land area',5337,'Partly Furnished',cluster6
bangsar,9960000,6,7,Condominium,Built-up,6913,'Partly Furnished',cluster3
bangsar,6660000,4,5,Condominium,Built-up,4771,'Partly Furnished',cluster6
bangsar,6300000,4,5,Condominium,Built-up,4025,'Partly Furnished',cluster4
'taman desa',628000,3,2,Condominium,Built-up,1150,'Partly Furnished',cluster2
'taman desa',628000,3,2,Condominium,Built-up,1150,'Partly Furnished',cluster2
'mont kiara',1590000,4,4,Condominium,Built-up,1878,'Partly Furnished',cluster5
klcc,3330000,3,3,'Serviced Residence',Built-up,2789,'Fully Furnished',cluster5
setapak,428000,4,2,'Serviced Residence',Built-up,918,'Partly Furnished',cluster2
'sungai besi',2250000,6,5,'Terrace/Link House','Land area',2440,'Partly Furnished',cluster4
'taman tun dr ismail',4800000,6,4,Bungalow,'Land area',8300,'Partly Furnished',cluster6
'taman tun dr ismail',1890000,5,2,'Terrace/Link House','Land area',1900,'Partly Furnished',cluster5
'desa parkcity',815000,2,2,Condominium,Built-up,1085,'Fully Furnished',cluster1
bangsar,7500000,4,5,Condominium,Built-up,4025,'Partly Furnished',cluster6
klcc,1450000,2,2,Condominium,Built-up,867,'Fully Furnished',cluster1
'desa parkcity',2950000,4,5,'Terrace/Link House',Built-up,3082,Unfurnished,cluster4
klcc,1000000,1,1,Condominium,Built-up,751,'Partly Furnished',cluster1
'bangsar south',640000,2,2,'Serviced Residence',Built-up,823,Unknown,cluster1
'bangsar south',840000,3,2,'Serviced Residence',Built-up,1119,Unknown,cluster2
'mont kiara',2600000,5,5,Condominium,Built-up,3478,'Partly Furnished',cluster4
'taman tun dr ismail',1550000,3,3,'Serviced Residence',Built-up,1444,Unknown,cluster2
'taman tun dr ismail',2750000,4,4,'Serviced Residence',Built-up,2426,'Partly Furnished',cluster5
seputeh,5500000,6,6,Bungalow,'Land area',5446,'Fully Furnished',cluster6
setapak,428000,4,2,'Serviced Residence',Built-up,918,Unfurnished,cluster2
'bukit tunku (kenny hills)',14800000,8,9,Bungalow,'Land area',12000,'Partly Furnished',cluster3
'taman tun dr ismail',1800000,4,3,'Terrace/Link House','Land area',2090,'Partly Furnished',cluster5
sentul,770000,3,3,Condominium,Built-up,1186,'Partly Furnished',cluster2
'taman tun dr ismail',1650000,4,3,'Terrace/Link House','Land area',1900,Unknown,cluster5
'damansara heights',3600000,7,7,Bungalow,'Land area',5000,Unfurnished,cluster4
'damansara heights',6500000,6,6,Bungalow,'Land area',8500,Unknown,cluster6
klcc,870000,3,3,'Serviced Residence',Built-up,1055,'Fully Furnished',cluster2
klcc,1200000,2,2,Condominium,Built-up,976,'Partly Furnished',cluster1
bangsar,7600000,6,6,Bungalow,'Land area',7750,'Fully Furnished',cluster6
segambut,720000,4,3,Condominium,Built-up,1577,'Fully Furnished',cluster2
'bukit jalil',1150000,6,3,Condominium,Built-up,1772,'Partly Furnished',cluster5
'bukit jalil',928000,4,3,Condominium,Built-up,1513,'Partly Furnished',cluster2
kepong,1680000,6,4,'Terrace/Link House','Land area',4080,'Fully Furnished',cluster4
klcc,1350000,2,2,'Serviced Residence',Built-up,900,'Fully Furnished',cluster1
'jalan klang lama (old klang road)',360000,3,2,Condominium,Built-up,1088,'Partly Furnished',cluster2
klcc,1000000,1,1,Condominium,Built-up,751,'Partly Furnished',cluster1
klcc,830000,1,1,'Serviced Residence',Built-up,473,'Fully Furnished',cluster1
cheras,868000,5,4,'Terrace/Link House','Land area',1725,'Partly Furnished',cluster5
'mont kiara',1865000,4,5,Condominium,Built-up,2535,'Partly Furnished',cluster5
klcc,1308000,2,1,Condominium,Built-up,753,'Fully Furnished',cluster1
klcc,1760000,3,2,Condominium,Built-up,1159,'Fully Furnished',cluster2
'sungai besi',568000,2,2,Condominium,Built-up,904,'Partly Furnished',cluster1
klcc,1020000,3,2,'Serviced Residence',Built-up,813,'Fully Furnished',cluster2
klcc,2400000,2,2,'Serviced Residence',Built-up,1103,'Fully Furnished',cluster1
klcc,1099000,3,2,'Serviced Residence',Built-up,833,'Fully Furnished',cluster2
'desa parkcity',1850000,4,3,'Terrace/Link House','Land area',1650,'Partly Furnished',cluster5
klcc,1550000,2,2,'Serviced Residence','Land area',910,'Fully Furnished',cluster1
'mont kiara',1420000,4,4,Condominium,Built-up,1496,'Fully Furnished',cluster5
'taman tun dr ismail',1280000,4,3,'Terrace/Link House','Land area',1800,'Partly Furnished',cluster5
'mont kiara',2150000,4,4,Condominium,Built-up,2707,'Partly Furnished',cluster5
'taman tun dr ismail',1060000,3,2,'Terrace/Link House','Land area',1920,Unfurnished,cluster2
'mont kiara',2550000,5,5,Condominium,Built-up,2973,'Partly Furnished',cluster4
'mont kiara',1850000,3,3,'Serviced Residence',Built-up,1573,Unknown,cluster2
'bukit jalil',980000,5,3,Condominium,Built-up,1513,'Fully Furnished',cluster5
'damansara heights',2650000,4,5,'Serviced Residence',Built-up,2077,'Partly Furnished',cluster5
klcc,3364000,3,2,'Serviced Residence',Built-up,1399,'Fully Furnished',cluster5
klcc,1420000,3,2,Condominium,Built-up,976,'Partly Furnished',cluster2
klcc,2889000,1,2,'Serviced Residence',Built-up,1163,'Fully Furnished',cluster1
klcc,1450000,1,1,'Serviced Residence',Built-up,1050,'Fully Furnished',cluster1
'ampang hilir',6220000,5,6,Condominium,Built-up,4327,'Fully Furnished',cluster6
'city centre',1080000,2,2,Condominium,Built-up,1411,'Partly Furnished',cluster1
'city centre',916000,1,1,Condominium,Built-up,1119,'Fully Furnished',cluster1
'mont kiara',2500000,6,4,'Semi-detached House',Built-up,3833,'Partly Furnished',cluster4
'sungai besi',2200000,5,5,'Semi-detached House','Land area',3282,'Partly Furnished',cluster4
ampang,3600000,5,4,Bungalow,'Land area',9670,Unfurnished,cluster6
'taman tun dr ismail',5000000,8,5,Bungalow,'Land area',6000,'Fully Furnished',cluster6
'taman tun dr ismail',2780000,4,3,'Semi-detached House','Land area',3600,'Partly Furnished',cluster5
'bangsar south',530000,1,1,'Serviced Residence',Built-up,638,'Fully Furnished',cluster1
cheras,600000,4,3,'Terrace/Link House','Land area',1650,Unfurnished,cluster2
'sungai besi',1000000,5,4,'Terrace/Link House','Land area',1600,'Partly Furnished',cluster5
'kl sentral',2434900,4,4,'Serviced Residence','Land area',1873,Unfurnished,cluster5
'damansara heights',1600000,2,2,'Serviced Residence',Built-up,1152,'Partly Furnished',cluster1
'taman melawati',2000000,6,6,'Semi-detached House','Land area',3200,'Partly Furnished',cluster4
cheras,535000,1,1,'Serviced Residence',Built-up,762,'Partly Furnished',cluster1
klcc,6400000,4,4,Condominium,Built-up,2013,Unknown,cluster4
'sungai besi',1300000,5,6,'Terrace/Link House','Land area',1920,'Partly Furnished',cluster5
'sungai besi',1030000,5,4,'Terrace/Link House','Land area',1500,'Partly Furnished',cluster5
klcc,1200000,3,3,'Serviced Residence',Built-up,1335,'Fully Furnished',cluster2
'kl sentral',2550000,4,5,'Serviced Residence',Built-up,1830,'Partly Furnished',cluster5
ampang,2590000,6,6,Bungalow,'Land area',4640,'Partly Furnished',cluster4
ampang,1480000,4,4,Condominium,Built-up,1876,'Fully Furnished',cluster5
'sungai besi',1348000,5,6,'Terrace/Link House',Built-up,3216,Unfurnished,cluster4
setapak,428000,4,2,'Serviced Residence',Built-up,918,'Partly Furnished',cluster2
'mont kiara',618000,1,1,'Serviced Residence',Built-up,462,'Fully Furnished',cluster1
'mont kiara',1590000,4,3,Condominium,Built-up,2201,'Partly Furnished',cluster5
klcc,900000,3,2,'Serviced Residence',Built-up,811,'Fully Furnished',cluster2
'mont kiara',1700000,4,4,Condominium,Built-up,1496,'Fully Furnished',cluster5
setapak,360000,1,1,'Serviced Residence',Built-up,618,'Partly Furnished',cluster1
'mont kiara',1950000,5,4,Condominium,Built-up,1830,'Partly Furnished',cluster5
klcc,2300000,1,1,'Serviced Residence',Built-up,1023,'Partly Furnished',cluster1
klcc,1250000,3,3,'Serviced Residence',Built-up,1335,'Fully Furnished',cluster2
klcc,3166000,2,2,'Serviced Residence',Built-up,1423,'Fully Furnished',cluster1
'jalan klang lama (old klang road)',370000,3,2,'Serviced Residence',Built-up,950,'Partly Furnished',cluster2
'sunway spk',1600000,6,5,'Terrace/Link House','Land area',1650,'Partly Furnished',cluster5
klcc,1000000,1,1,Condominium,Built-up,751,'Fully Furnished',cluster1
bangsar,6700000,5,6,Condominium,Built-up,4771,Unknown,cluster6
bangsar,6600000,4,5,Condominium,Built-up,4025,Unknown,cluster4
bangsar,7400000,5,5,Condominium,Built-up,5137,'Partly Furnished',cluster6
bangsar,6600000,5,6,Condominium,Built-up,4945,'Partly Furnished',cluster6
'damansara heights',12800000,7,9,Bungalow,'Land area',8000,'Fully Furnished',cluster3
'damansara heights',4500000,6,7,Bungalow,'Land area',2970,'Partly Furnished',cluster4
bangsar,6800000,7,6,Bungalow,'Land area',7416,'Partly Furnished',cluster6
'kl eco city',1288972,2,2,Condominium,Built-up,1076,'Fully Furnished',cluster1
'kl sentral',3700000,3,3,'Serviced Residence',Built-up,1738,'Partly Furnished',cluster5
klcc,8400000,3,3,Condominium,Built-up,2454,Unknown,cluster4
cheras,410000,2,2,Condominium,Built-up,885,'Partly Furnished',cluster1
'taman tun dr ismail',1600000,4,3,'Terrace/Link House','Land area',1725,'Partly Furnished',cluster5
klcc,3360000,2,2,'Serviced Residence',Built-up,1421,'Partly Furnished',cluster1
'damansara heights',1770000,2,2,'Serviced Residence',Built-up,1152,'Fully Furnished',cluster1
'desa parkcity',1849000,4,4,'Terrace/Link House','Land area',1500,'Partly Furnished',cluster5
'mont kiara',1860000,4,4,Condominium,Built-up,2070,'Partly Furnished',cluster5
klcc,1450000,2,2,'Serviced Residence',Built-up,1050,'Fully Furnished',cluster1
'bukit jalil',1060000,5,4,Condominium,Built-up,1772,'Partly Furnished',cluster5
'bukit jalil',900000,5,3,Condominium,Built-up,1513,'Partly Furnished',cluster5
'jalan klang lama (old klang road)',1080000,4,4,Condominium,Built-up,1875,'Partly Furnished',cluster5
pantai,570000,3,2,Condominium,'Land area',1200,'Partly Furnished',cluster2
'mont kiara',1880000,4,3,Condominium,Built-up,2243,'Partly Furnished',cluster5
'mont kiara',1685000,4,3,Condominium,Built-up,2038,'Partly Furnished',cluster5
'bukit jalil',550000,3,2,Condominium,Built-up,1073,'Partly Furnished',cluster2
klcc,1000000,1,1,Condominium,Built-up,751,'Partly Furnished',cluster1
kepong,490000,5,3,'Terrace/Link House','Land area',1300,'Partly Furnished',cluster2
kepong,1250000,5,5,'Terrace/Link House','Land area',1870,'Partly Furnished',cluster5
'desa parkcity',2790000,4,4,'Terrace/Link House',Built-up,3000,'Partly Furnished',cluster5
klcc,2500000,1,2,'Serviced Residence',Built-up,1023,'Partly Furnished',cluster1
'desa parkcity',2200000,6,5,'Terrace/Link House','Land area',2200,Unknown,cluster5
klcc,780000,1,1,'Serviced Residence',Built-up,497,'Fully Furnished',cluster1
cheras,998000,6,5,'Terrace/Link House',Built-up,4186,'Partly Furnished',cluster4
'bukit bintang',2044800,2,2,'Serviced Residence',Built-up,912,'Fully Furnished',cluster1
'bukit jalil',1250000,4,4,Condominium,Built-up,1700,'Fully Furnished',cluster5
klcc,4950000,4,4,'Serviced Residence',Built-up,3300,'Fully Furnished',cluster4
'mont kiara',1420000,4,4,Condominium,Built-up,1496,'Partly Furnished',cluster5
'jalan klang lama (old klang road)',928000,4,2,Condominium,Built-up,1523,Unfurnished,cluster2
'bukit jalil',565000,3,2,Condominium,Built-up,1100,'Partly Furnished',cluster2
'jalan klang lama (old klang road)',1550000,4,4,Condominium,Built-up,2638,'Partly Furnished',cluster5
'taman tun dr ismail',1800000,4,3,'Terrace/Link House','Land area',1875,'Partly Furnished',cluster5
'damansara heights',3200000,5,5,'Semi-detached House','Land area',3670,'Partly Furnished',cluster4
'jalan klang lama (old klang road)',670000,3,2,'Serviced Residence',Built-up,907,'Fully Furnished',cluster2
klcc,1000000,1,1,Condominium,Built-up,657,'Partly Furnished',cluster1
'city centre',5999000,4,4,Condominium,Built-up,3289,'Fully Furnished',cluster4
'jalan klang lama (old klang road)',1350000,5,4,Condominium,Built-up,2128,Unknown,cluster5
